Gene ID,BSF Intensity,BSF rank,Desc
Tb927.11.270,5.7701683,6959,mitochondrial carrier protein
Tb11.v5.0799,5.766885,6960,"hypothetical protein, conserved"
Tb927.8.2470,5.766885,6961,"hypothetical protein, conserved"
Tb927.3.5380,5.765688,6962,"Tubulin-tyrosine ligase family, putative"
Tb927.7.3960,5.765439,6963,Mitochondrial ribosomal protein L16
Tb927.3.5300,5.7653375,6964,"hypothetical protein, conserved"
Tb927.9.7150,5.7620773,6965,"RNA pseudouridylate synthase protein, putative"
Tb927.11.2900,5.7620745,6966,"HIT zinc finger, putative"
Tb927.6.2670,5.7608294,6967,Nudix hydrolase 4
Tb927.11.4670,5.7592845,6968,"hypothetical protein, conserved"
Tb927.7.5270,5.7564015,6969,"hypothetical protein, conserved"
Tb927.11.13600,5.756244,6970,"DnaJ domain containing protein, putative"
Tb927.10.9080,5.755421,6971,"pteridine transporter, putative"
Tb927.8.2180,5.7552357,6972,"hypothetical protein, conserved"
Tb927.11.5830,5.7527857,6973,"YL1 nuclear protein, putative"
Tb927.10.430,5.7507453,6974,"peroxidase, putative"
Tb927.10.14370,5.749205,6975,"hypothetical protein, conserved"
Tb927.5.2430,5.7453103,6976,"membrane transporter protein, putative"
Tb11.v5.0690,5.744087,6977,"hypothetical protein, conserved"
Tb927.3.3050,5.744087,6978,kinetoplast ribosomal PPR-repeat containing protein 20
Tb927.7.6840,5.743401,6979,"Centrosomal spindle body, CEP44, putative"
Tb927.11.4340,5.741345,6980,SUMO-interacting motif-containing protein
Tb927.8.7070,5.7410855,6981,Flagellum attachment zone protein 15
Tb927.9.14400,5.739907,6982,"leucine-rich repeat protein (LRRP), putative"
Tb927.6.4810,5.73713,6983,"zinc-binding protein (Yippee), putative"
Tb927.3.2910,5.736996,6984,"hypothetical protein, conserved"
Tb11.v5.0859,5.7353835,6985,"N-myristoyl transferase, putative"
Tb927.8.3260,5.7349277,6986,"YceI-like domain containing protein, putative"
Tb927.9.11810,5.734199,6987,"membrane transporter protein, putative"
Tb927.2.4240,5.733218,6988,"GTP binding protein, putative"
Tb927.8.5570,5.7313886,6989,"transporter, putative"
Tb927.2.1730,5.731129,6990,"hypothetical protein, conserved"
Tb927.11.340,5.729285,6991,"hypothetical protein, conserved"
Tb927.4.4200,5.7289944,6992,"hypothetical protein, conserved"
Tb11.v5.0288,5.728552,6993,"ribonucleoside-diphosphate reductase small chain, putative"
Tb11.v5.0491,5.7283196,6994,"Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase, putative"
Tb927.11.16910,5.7283196,6995,"Serine hydrolase (FSH1)/RWD domain/50S ribosome-binding GTPase/GTPase of unknown function C-terminal, putative"
Tb927.10.12370,5.7266097,6996,gamma-glutamylcysteine synthetase
Tb927.10.5570,5.723153,6997,"hypothetical protein, conserved"
Tb927.7.5930,5.721908,6998,Protein Associated with Differentiation 1
Tb927.8.7140,5.7217937,6999,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.8.7150,5.7217937,7000,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.8.7160,5.7217937,7001,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative"
Tb927.11.16500,5.7193747,7002,"hypothetical protein, conserved"
Tb927.11.10720,5.7182584,7003,"hypothetical protein, conserved"
Tb927.11.4240,5.7182193,7004,"hypothetical protein, conserved"
Tb927.4.370,5.716921,7005,"hypothetical protein, conserved"
Tb927.6.2390,5.7150755,7006,"conserved hypothetical protein, putative"
Tb927.7.1020,5.7095456,7007,"hypothetical protein, conserved"
Tb927.3.1320,5.709213,7008,"hypothetical protein, conserved"
Tb927.4.1990,5.707043,7009,"ATP-dependent RNA and DNA helicase, mitochondrial, putative"
Tb927.6.2070,5.706888,7010,"hypothetical protein, conserved"
Tb927.10.5930,5.7057314,7011,"NEK family Serine/threonine-protein kinase, putative"
Tb927.7.340,5.7053676,7012,"Alpha/beta hydrolase family, putative"
Tb927.5.3480,5.704862,7013,"hypothetical protein, conserved"
Tb927.10.8370,5.7028313,7014,"hypothetical protein, conserved"
Tb927.4.2190,5.6984744,7015,"GTP-binding protein, putative"
Tb927.9.6730,5.698351,7016,"hypothetical protein, conserved"
Tb927.10.12320,5.6975102,7017,hypothetical protein
Tb927.10.10150,5.695857,7018,"hypothetical protein, conserved"
Tb927.1.610,5.69551,7019,"hypothetical protein, conserved"
Tb11.v5.0550,5.6954346,7020,"hypothetical protein, conserved"
Tb927.1.830,5.6954346,7021,"hypothetical protein, conserved"
Tb11.v5.0715,5.693914,7022,"hypothetical protein, conserved"
Tb927.11.14710,5.693914,7023,"rRNA processing, putative"
Tb927.9.2310,5.692731,7024,"hypothetical protein, conserved"
Tb927.11.1830,5.691239,7025,"hypothetical protein, conserved"
Tb11.v5.0601,5.6909423,7026,"major surface protease gp63, putative"
Tb927.8.1610,5.6909423,7027,"MSP-B, putative"
Tb927.8.1620,5.6909423,7028,"MSP-B, putative"
Tb927.8.1630,5.6909423,7029,"MSP-B, putative"
Tb927.8.1640,5.6909423,7030,"MSP-B, putative"
Tb927.2.6320,5.690251,7031,"adenosine transporter 2, putative"
Tb927.1.4800,5.689038,7032,"hypothetical protein, conserved"
Tb927.1.3150,5.688975,7033,"hypothetical protein, conserved"
Tb927.11.10600,5.688046,7034,"hypothetical protein, conserved"
Tb927.11.3460,5.6875706,7035,"hypothetical protein, conserved"
Tb927.7.3100,5.6854916,7036,"hypothetical protein, conserved"
Tb927.9.2110,5.684212,7037,"hypothetical protein, conserved"
Tb927.5.3680,5.683547,7038,"GPI-GlcNAc transferase complex, PIG-H component, putative"
Tb927.2.3420,5.6834702,7039,"hypothetical protein, conserved"
Tb927.10.16050,5.682241,7040,"hypothetical protein, conserved"
Tb927.11.2780,5.6811237,7041,"hypothetical protein, conserved"
Tb927.5.4575,5.6792955,7042,hypothetical protein
Tb927.4.2590,5.67043,7043,"hypothetical protein, conserved"
Tb927.10.12220,5.669165,7044,"hypothetical protein, conserved"
Tb927.5.1890,5.668187,7045,"hypothetical protein, conserved"
Tb927.10.15860,5.6679235,7046,"hypothetical protein, conserved"
Tb927.8.6710,5.6662436,7047,"hypothetical protein, conserved"
Tb927.10.12520,5.6595936,7048,"hypothetical protein, conserved"
Tb927.10.4730,5.6594896,7049,"ribonuclease HII, putative"
Tb927.4.2870,5.6594663,7050,"hypothetical protein, conserved"
Tb927.6.1840,5.658702,7051,"Diacylglycerol kinase catalytic domain containing protein, putative"
Tb927.10.10710,5.658615,7052,"hypothetical protein, conserved"
Tb927.10.11090,5.654539,7053,"hypothetical protein, conserved"
Tb927.4.970,5.6513457,7054,"hypothetical protein, conserved"
Tb927.11.16220,5.6501365,7055,"Cytochrome b-c1 complex subunit, putative"
Tb11.v5.0692,5.648803,7056,"Thiopurine S-methyltransferase (TPMT), putative"
Tb927.5.3000,5.648803,7057,"Thiopurine S-methyltransferase (TPMT), putative"
Tb927.10.3550,5.646533,7058,"DNA repair helicase, putative"
Tb927.5.3740,5.6434126,7059,"RING-H2 zinc finger, putative"
Tb927.11.9900,5.6404176,7060,"phytoene synthase, putative"
Tb927.7.3650,5.639542,7061,"STE/STE11 serine/threonine-protein kinase, putative"
Tb927.7.790,5.6352186,7062,"hypothetical protein, conserved"
Tb927.11.6210,5.630159,7063,Lanosterol 14-alpha demethylase
Tb11.v5.0187,5.6296864,7064,"hypothetical protein, conserved"
Tb927.7.5070,5.6296864,7065,hypothetical protein
Tb927.7.2050,5.6292057,7066,"R3H domain containing protein, putative"
Tb11.v5.0970,5.622503,7067,"chaperone protein DnaJ, putative"
Tb927.4.2970,5.622503,7068,"chaperone protein DnaJ, putative"
Tb927.9.3670,5.621961,7069,"Endonuclease/Exonuclease/phosphatase family, putative"
Tb927.8.1380,5.6144648,7070,"hypothetical protein, conserved"
Tb927.11.14495,5.6137123,7071,hypothetical protein
Tb927.6.2470,5.6081815,7072,"hypothetical protein, conserved"
Tb927.11.780,5.6078997,7073,"hypothetical protein, conserved"
Tb927.11.8020,5.6050034,7074,"hypothetical protein, conserved"
Tb927.8.3240,5.6041493,7075,"lathosterol oxidase, putative"
Tb927.7.5500,5.6027417,7076,"hypothetical protein, conserved"
Tb927.9.4810,5.5927815,7077,"hypothetical protein, conserved"
Tb927.5.3140,5.591878,7078,"hypothetical protein, conserved"
Tb927.11.12570,5.591343,7079,"kinetoplastid-specific dual specificity phosphatase, putative"
Tb927.10.12690,5.5850077,7080,"hypothetical protein, conserved"
Tb11.v5.0379,5.5744424,7081,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.4.4410,5.5744424,7082,adenylyl cyclase
Tb927.11.3080,5.57422,7083,"vesicular protein trafficking mediator, putative"
Tb11.v5.0794,5.5737686,7084,"PHD-zinc-finger like domain containing protein, putative"
Tb927.10.9930,5.5737686,7085,"PHD-zinc-finger like domain containing protein, putative"
Tb927.1.3290,5.570326,7086,"hypothetical protein, conserved"
Tb927.1.2320,5.56091,7087,"hypothetical protein, conserved"
Tb09.v4.0119,5.5602894,7088,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb11.v5.0971,5.559391,7089,"mitochondrial DNA polymerase I protein A, putative"
Tb927.4.2950,5.559391,7090,"mitochondrial DNA polymerase I protein A, putative"
Tb927.8.4860,5.554879,7091,kinetoplast ribosomal PPR-repeat containing protein 10
Tb927.11.4140,5.5533695,7092,"hypothetical protein, conserved"
Tb927.11.8170,5.552032,7093,"Mitogen-activated protein kinase 8, putative"
Tb927.5.293b,5.5515823,7094,hypothetical protein
Tb927.3.4480,5.5488343,7095,"hypothetical protein, conserved"
Tb927.10.1610,5.5480967,7096,"hypothetical protein, conserved"
Tb927.10.9210,5.540038,7097,"hypothetical protein, conserved"
Tb927.11.10610,5.536912,7098,"hypothetical protein, conserved"
Tb927.9.13250,5.5290427,7099,"NADPH--cytochrome P450 reductase, putative"
Tb927.5.2030,5.5252566,7100,"hypothetical protein, conserved"
Tb927.8.3220,5.5199485,7101,Exodeoxyribonuclease 1
Tb927.11.10590,5.5137253,7102,"Glutathione S-transferase, C-terminal domain containing protein, putative"
Tb927.6.1700,5.507323,7103,"hypothetical protein, conserved"
Tb927.7.7120,5.5032806,7104,"kinesin, putative"
Tb927.10.8810,5.5031095,7105,"hypothetical protein, conserved"
Tb927.8.3500,5.498595,7106,mms19 nucleotide excision repair protein homolog
Tb927.11.7680,5.492582,7107,"hypothetical protein, conserved"
Tb11.v5.0862,5.4859877,7108,"hypothetical protein, conserved"
Tb927.8.4900,5.4859877,7109,"hypothetical protein, conserved"
Tb11.1230,5.4781833,7110,Component of motile flagella 16
Tb11.v5.0997,5.4781833,7111,"hypothetical protein, conserved"
Tb927.10.15260,5.4781833,7112,"leucine-rich repeat protein (LRRP), putative"
Tb927.6.4160,5.457968,7113,"hypothetical protein, conserved"
Tb927.11.9770,5.457489,7114,"hypothetical protein, conserved"
Tb09.v4.0111,5.454594,7115,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.4.130,5.45335,7116,"receptor-type adenylate cyclase GRESAG 4, pseudogene, putative"
Tb927.4.220,5.438948,7117,"retrotransposon hot spot protein 2 (RHS2), interrupted, degenerate"
Tb927.11.990,5.4330044,7118,"autophagy protein APG9, putative"
Tb11.v5.0969,5.4248586,7119,"hypothetical protein, conserved"
Tb927.4.2980,5.4248586,7120,"hypothetical protein, conserved"
Tb927.9.4930,5.4195876,7121,"divalent cation transporter, putative"
Tb927.10.10300,5.415891,7122,"hypothetical protein, conserved"
Tb11.v5.0224,5.4058566,7123,"invariant surface glycoprotein, putative"
Tb927.5.430,5.4058566,7124,"invariant surface glycoprotein, putative"
Tb927.11.14810,5.39627,7125,"hypothetical protein, conserved"
Tb927.1.600,5.395,7126,"phosphate-repressible phosphate permease, putative"
Tb927.11.16440,5.392153,7127,"Transmembrane protein 18, putative"
Tb927.2.5070,5.3915467,7128,"hypothetical protein, conserved"
Tb927.3.4110,5.3815804,7129,"Pyruvate transporter, putative"
Tb927.9.3490,5.375305,7130,"hypothetical protein, conserved"
Tb11.v5.0357,5.3715053,7131,"homocysteine S-methyltransferase, putative"
Tb927.1.1270,5.3715053,7132,"homocysteine S-methyltransferase, putative"
Tb927.11.15890,5.3473496,7133,"hypothetical protein, conserved"
Tb927.11.16270,5.326698,7134,"TFIIH basal transcription factor complex helicase XPB subunit, putative"
Tb927.6.2410,5.3117113,7135,"hypothetical protein, conserved"
Tb11.v5.0732,5.3088202,7136,"hexokinase, putative"
Tb927.11.5610,5.271915,7137,"Rab-GTPase-TBC domain containing protein, putative"
Tb927.11.15810,5.271408,7138,NADH-ubiquinone oxidoreductase B22 subunit
Tb927.10.3960,5.24848,7139,"hypothetical protein, conserved"
Tb927.11.6940,5.240749,7140,"hypothetical protein, conserved"
Tb927.9.1590,5.240225,7141,"hypothetical protein, conserved"
Tb11.v5.0664,5.232252,7142,"hypothetical protein, conserved"
Tb927.5.810,5.196701,7143,zinc finger CCCH domain containing protein 11
Tb927.10.3290,5.1304626,7144,"hypothetical protein, conserved"
Tb11.v5.0552,5.0707397,7145,"75 kDa invariant surface glycoprotein, putative"
Tb927.1.4300,5.0299516,7146,"chaperone protein DnaJ, putative"
Tb927.10.1370,4.9859023,7147,"hypothetical protein, conserved"
Tb927.3.3930,4.9150386,7148,RNA-binding protein
Tb927.5.5090,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5080,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.5.5070,undetected,7149,"variant surface glycoprotein, fragment"
Tb927.5.5060,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5050,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.5040,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.5100,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5280,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.5010,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5000,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4990,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4980,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.4970,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4960,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5020,undetected,7149,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative"
Tb927.5.5030,undetected,7149,"variant surface glycoprotein, truncated"
Tb927.5.5110,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5130,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5140,undetected,7149,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative"
Tb927.5.5150,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5160,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5170,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.5180,undetected,7149,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase (pseudogene), putative"
Tb927.5.5190,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5200,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5210,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.5220,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5240,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.5.5250,undetected,7149,"variant surface glycoprotein, fragment, degenerate"
Tb927.5.5260,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.5270,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.5290,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5120,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4940,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.4930,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.4730,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.4720,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.5.4710,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4700,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.470,undetected,7149,riboflavin transporter
Tb927.5.4690,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.4740,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4680,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4660,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.5.4650,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4640,undetected,7149,"hypothetical protein, conserved"
Tb927.5.4630,undetected,7149,"expression site-associated gene 1 (ESAG1) protein, putative"
Tb927.5.4620,undetected,7149,"expression site-associated gene 9 (ESAG9) protein, putative"
Tb927.5.460,undetected,7149,"hypothetical protein, conserved"
Tb927.5.4670,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.4950,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.4750,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4770,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.5.4920,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.5.4910,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4900,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.4890,undetected,7149,"variant surface glycoprotein, truncated, degenerate"
Tb927.5.4880,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4870,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4760,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.5.4850,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4830,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4820,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4810,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.4800,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4790,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4780,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.4840,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.5.5300,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5660,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5320,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5680,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5690,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.620,undetected,7149,"invariant surface glycoprotein, putative"
Tb927.5.650,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.5.660,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.5.700,undetected,7149,"F-box-like, putative"
Tb927.5.710,undetected,7149,"hypothetical protein, conserved"
Tb927.5.750,undetected,7149,"hypothetical protein, conserved"
Tb927.5.790,undetected,7149,casein kinase I isoform 1
Tb927.6.100,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, pseudogene, putative"
Tb927.6.110,undetected,7149,hypothetical protein
Tb927.6.1100,undetected,7149,"hypothetical protein, conserved"
Tb927.6.1150,undetected,7149,hypothetical protein
Tb927.6.120,undetected,7149,"Protein of unknown function (DUF1181), putative"
Tb927.6.130,undetected,7149,hypothetical leucine-rich repeat protein 1 (LRRP1)
Tb927.6.1300,undetected,7149,hypothetical protein
Tb927.6.1310,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.6.180,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.6.1790,undetected,7149,hypothetical protein
Tb927.6.170,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.6.1690,undetected,7149,"cysteine peptidase, Clan CA, family C54, putative"
Tb927.6.1600,undetected,7149,"hypothetical protein, conserved"
Tb927.6.150,undetected,7149,"retrotransposon hot spot protein 3 (RHS3), frameshift"
Tb927.5.5670,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.6.1490,undetected,7149,"leucine-rich repeat protein (LRRP), putative"
Tb927.6.1420,undetected,7149,"Uncharacterised protein family (UPF0220), putative"
Tb927.6.140,undetected,7149,"retrotransposon hot spot protein 5 (RHS5), putative"
Tb927.6.1390,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.6.1370,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.6.1350,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.6.1330,undetected,7149,"Trypanosomal VSG domain containing protein, putative"
Tb927.6.1450,undetected,7149,"hypothetical protein, conserved"
Tb927.5.4590,undetected,7149,"small GTP-binding rab protein, pseudogene, putative"
Tb927.5.5650,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5640,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5450,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5440,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5430,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5420,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5410,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5400,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5460,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.540,undetected,7149,hypothetical protein
Tb927.5.5380,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5370,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5360,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5350,undetected,7149,"variant surface glycoprotein, truncated"
Tb927.5.5340,undetected,7149,"expression site-associated gene (ESAG, pseudogene), putative"
Tb927.5.5330,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.5390,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5310,undetected,7149,"variant surface glycoprotein, frameshift"
Tb927.5.5470,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5490,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5630,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5620,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5610,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5600,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5590,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5580,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5480,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5570,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5550,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5540,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5530,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5520,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5510,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5500,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.5560,undetected,7149,"Variant Surface Glycoprotein, putative"
Tb927.5.4550,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.5.294b,undetected,7149,hypothetical protein
Tb927.5.4535,undetected,7149,hypothetical protein
Tb927.4.820,undetected,7149,"TFIIF-stimulated CTD phosphatase, putative"
Tb927.4.830,undetected,7149,"cytochrome c oxidase assembly protein PET191, putative"
Tb927.4.880,undetected,7149,"TPR-repeat-containing chaperone protein DNAJ, putative"
Tb927.4.900,undetected,7149,"hypothetical protein, conserved"
Tb927.4.940,undetected,7149,"hypothetical protein, conserved"
Tb927.4.950,undetected,7149,"hypothetical protein, conserved"
Tb927.4.990,undetected,7149,"hypothetical protein, conserved"
Tb927.5.100,undetected,7149,"expression site-associated gene 9 (ESAG9), degenerate"
Tb927.5.1030,undetected,7149,Iron-sulfur assembly protein 2
Tb927.5.1040,undetected,7149,hypothetical protein
Tb927.5.1050,undetected,7149,hypothetical protein
Tb927.5.1145,undetected,7149,hypothetical protein
Tb927.5.1180,undetected,7149,"hypothetical protein, conserved"
Tb927.5.1220,undetected,7149,"hypothetical protein, conserved"
Tb927.5.1240,undetected,7149,"LicD family, putative"
Tb927.5.1290,undetected,7149,"hypothetical protein, conserved"
Tb927.5.1350,undetected,7149,"hypothetical protein, conserved"
Tb927.5.200,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.1970,undetected,7149,hypothetical protein
Tb927.5.190,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.5.1850,undetected,7149,"hypothetical protein, conserved"
Tb927.5.1740,undetected,7149,hypothetical protein
Tb927.5.170,undetected,7149,"hypothetical protein, conserved"
Tb927.4.780,undetected,7149,"Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y, putative"
Tb927.5.1570,undetected,7149,zinc finger CCCH domain containing protein 12
Tb927.5.1450,undetected,7149,"receptor-type adenylate cyclase GRESAG 4, putative"
Tb927.5.1440,undetected,7149,hypothetical protein
Tb927.5.1420,undetected,7149,hypothetical protein
Tb927.5.1400,undetected,7149,hypothetical protein
Tb927.5.140,undetected,7149,"hypothetical protein, conserved"
Tb927.5.1370,undetected,7149,"peptidyl-prolyl cis-trans isomerase, putative"
Tb927.5.1480,undetected,7149,hypothetical protein
Tb927.4.680,undetected,7149,"hypothetical protein, conserved"
Tb927.4.650,undetected,7149,"chaperone protein DnaJ, putative"
Tb927.4.5800,undetected,7149,"variant surface glycoprotein, truncated"
Tb927.4.5630,undetected,7149,"variant surface glycoprotein, fragment, degenerate"
Tb927.4.5620,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5610,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5600,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5590,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5580,undetected,7149,"variant surface glycoprotein (VSG, atypical), putative"
Tb927.4.5640,undetected,7149,"variant surface glycoprotein, point mutation"
Tb927.4.5570,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5550,undetected,7149,"variant surface glycoprotein, fragment, degenerate"
Tb927.4.5540,undetected,7149,"variant surface glycoprotein (VSG, pseudogene), putative"
Tb927.4.5530,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.4.5520,undetected,7149,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, degenerate"
Tb927.4.5510,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5500,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5560,undetected,7149,"variant surface glycoprotein (VSG), putative"
Tb927.5.2010,undetected,7149,hypothetical protein
Tb927.4.5650,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5670,undetected,7149,"variant surface glycoprotein, fragment"
Tb927.4.580,undetected,7149,"hypothetical protein, conserved"
Tb927.4.5790,undetected,7149,"UDP-Gal or UDP-GlcNAc-dependent glycosyltransferase, putative"
Tb927.4.5780,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5770,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.4.5760,undetected,7149,"variant surface glycoprotein, degenerate"
Tb927.4.5750,undetected,7149,"variant surface glycoprotein, fragment, degenerate"
Tb927.4.5660,undetected,7149,"expression site-associated gene 3 (ESAG3), degenerate"
Tb927.4.5740,undetected,7149,"variant surface glycoprotein, degenerate"
